ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
50411,958174,3-BR,0%-30%,1,,,,,,
50411,958174,Studio,0%-30%,3,,,,,,
50411,958174,Studio,51%-60%,9,,,,,,
57536,930918,1-BR,71%-80%,1,,,,,,
57536,930918,2-BR,51%-60%,3,,,,,,
57536,930918,2-BR,71%-80%,1,,,,,,
57536,930918,2-BR,NON-RESTRICTED,2,,,,,,
57536,930918,2-BR,SUPER,1,,,,,,
57536,930918,3-BR,51%-60%,2,,,,,,
57536,930918,3-BR,71%-80%,5,,,,,,
57536,930918,3-BR,NON-RESTRICTED,6,,,,,,
57536,931118,1-BR,51%-60%,4,,,,,,
57536,931118,1-BR,71%-80%,1,,,,,,
57536,931118,2-BR,71%-80%,1,,,,,,
57536,931118,3-BR,51%-60%,5,,,,,,
57536,931118,3-BR,71%-80%,5,,,,,,
57536,931118,3-BR,NON-RESTRICTED,4,,,,,,
57536,906101,2-BR,51%-60%,3,,,,,,
57536,906101,2-BR,71%-80%,1,,,,,,
57536,906101,2-BR,NON-RESTRICTED,2,,,,,,
57536,906101,3-BR,51%-60%,3,,,,,,
57536,906101,3-BR,71%-80%,5,,,,,,
57536,906101,3-BR,NON-RESTRICTED,6,,,,,,
55036,965812,1-BR,0%-30%,3,,,,,,
55036,965812,1-BR,51%-60%,17,,,,,,
55036,965812,2-BR,0%-30%,2,,,,,,
55036,965812,2-BR,51%-60%,6,,,,,,
55036,965812,3-BR,0%-30%,2,,,,,,
55036,965812,3-BR,51%-60%,3,,,,,,
55036,965812,Studio,51%-60%,5,,,,,,
55036,968113,1-BR,0%-30%,5,,,,,,
55036,968113,1-BR,51%-60%,17,,,,,,
55036,968113,2-BR,0%-30%,3,,,,,,
55036,968113,2-BR,51%-60%,6,,,,,,
55036,968113,2-BR,SUPER,1,,,,,,
55036,968113,3-BR,0%-30%,2,,,,,,
55036,968113,3-BR,51%-60%,5,,,,,,
55036,968113,Studio,51%-60%,6,,,,,,
51779,911614,1-BR,91%-100%,24,,,,1525,1525,1525
51779,911614,1-BR,31%-40%,2,,,,532,532,532
51779,911614,1-BR,41%-50%,7,,,,690,690,690
51779,911614,2-BR,91%-100%,19,,,,1838,1838,1500
51779,911614,2-BR,41%-50%,2,,,,836,836,836
51779,911614,3-BR,91%-100%,5,,,,2120,2120,2120
51779,911614,3-BR,41%-50%,1,,,,963,963,963
51779,911614,Studio,91%-100%,3,,,,1211,1211,1211
51779,911614,Studio,31%-40%,1,,,,494,494,494
54954,967023,1-BR,0%-30%,5,,,,,,
54954,967023,1-BR,101%-110%,3,,,,,,
54954,967023,1-BR,31%-40%,1,,,,,,
54954,967023,1-BR,41%-50%,1,,,,,,
54954,967023,1-BR,51%-60%,15,,,,,,
54954,967023,2-BR,0%-30%,6,,,,,,
54954,967023,2-BR,101%-110%,2,,,,,,
54954,967023,2-BR,31%-40%,1,,,,,,
54954,967023,2-BR,41%-50%,1,,,,,,
54954,967023,2-BR,51%-60%,16,,,,,,
54954,967023,2-BR,SUPER,1,,,,,,
54954,967023,3-BR,0%-30%,2,,,,,,
54954,967023,3-BR,101%-110%,1,,,,,,
54954,967023,3-BR,31%-40%,1,,,,,,
54954,967023,3-BR,41%-50%,1,,,,,,
54954,967023,3-BR,51%-60%,7,,,,,,
54954,967023,Studio,0%-30%,2,,,,,,
54954,967023,Studio,31%-40%,1,,,,,,
54954,967023,Studio,41%-50%,1,,,,,,
54954,967023,Studio,51%-60%,7,,,,,,
52775,974241,1-BR,31%-40%,9,,,,,,
52775,974241,1-BR,51%-60%,28,,,,,,
52775,974241,1-BR,91%-100%,9,,,,,,
52775,974241,2-BR,31%-40%,14,,,,,,
52775,974241,2-BR,51%-60%,34,,,,,,
52775,974241,2-BR,91%-100%,12,,,,,,
52775,974241,3-BR,31%-40%,1,,,,,,
52775,974241,3-BR,51%-60%,8,,,,,,
52775,974241,3-BR,91%-100%,3,,,,,,
52775,974241,Studio,31%-40%,2,,,,,,
52775,974241,Studio,51%-60%,8,,,,,,
52775,974241,Studio,91%-100%,2,,,,,,
52539,40896,2-BR,161%-170%,2,,,,,,
55026,86506,1-BR,151%-160%,2,,,,,,
55026,86506,1-BR,41%-50%,11,,,,,,
55026,86506,1-BR,51%-60%,3,,,,,,
55026,86506,1-BR,SUPER,1,,,,,,
55026,86506,2-BR,151%-160%,2,,,,,,
55026,86506,2-BR,51%-60%,1,,,,,,
55026,86506,3-BR,151%-160%,4,,,,,,
55026,86506,3-BR,51%-60%,6,,,,,,
55026,86493,1-BR,151%-160%,1,,,,,,
55026,86493,1-BR,41%-50%,3,,,,,,
55026,86493,2-BR,151%-160%,1,,,,,,
55026,86493,2-BR,41%-50%,2,,,,,,
55026,86493,2-BR,51%-60%,1,,,,,,
55026,53587,3-BR,41%-50%,8,,,,,,
55026,86507,1-BR,41%-50%,7,,,,,,
55026,86507,1-BR,51%-60%,3,,,,,,
55026,86507,2-BR,151%-160%,3,,,,,,
55026,86507,2-BR,41%-50%,3,,,,,,
55026,86507,2-BR,51%-60%,3,,,,,,
55026,86507,3-BR,51%-60%,1,,,,,,
55026,86507,4-BR,151%-160%,2,,,,,,
55026,86507,4-BR,41%-50%,1,,,,,,
55026,86507,4-BR,51%-60%,2,,,,,,
55026,85467,1-BR,41%-50%,1,,,,,,
55026,85467,2-BR,41%-50%,1,,,,,,
55026,85467,3-BR,151%-160%,1,,,,,,
55026,85467,3-BR,41%-50%,2,,,,,,
55026,85467,3-BR,51%-60%,5,,,,,,
55026,85470,1-BR,SUPER,1,,,,,,
55026,85470,2-BR,41%-50%,3,,,,,,
55026,85470,2-BR,51%-60%,2,,,,,,
55026,85470,3-BR,151%-160%,1,,,,,,
55026,85470,3-BR,41%-50%,2,,,,,,
55026,85470,3-BR,51%-60%,1,,,,,,
55026,109998,2-BR,151%-160%,1,,,,,,
55026,109998,2-BR,41%-50%,4,,,,,,
55026,109998,3-BR,151%-160%,3,,,,,,
55026,109998,3-BR,41%-50%,1,,,,,,
55026,109998,3-BR,51%-60%,4,,,,,,
55026,109998,4-BR,41%-50%,2,,,,,,
55026,109998,4-BR,51%-60%,3,,,,,,
58876,64056,1-BR,41%-50%,72,,,,,,
58876,64056,Studio,41%-50%,24,,,,,,
58876,62785,1-BR,41%-50%,87,,,,,,
58876,62785,2-BR,41%-50%,10,,,,,,
55264,966135,1-BR,0%-30%,12,,,,,,
55264,966135,1-BR,51%-60%,38,,,,,,
55264,966135,2-BR,0%-30%,14,,,,,,
55264,966135,2-BR,51%-60%,38,,,,,,
55264,966135,3-BR,0%-30%,10,,,,,,
55264,966135,3-BR,51%-60%,8,,,,,,
49570,804217,1-BR,121%-130%,1,,,,,,
49570,804217,2-BR,121%-130%,1,,,,,,
49570,804217,2-BR,161%-170%,1,,,,,,
49570,42452,1-BR,121%-130%,2,,,,,,
49570,42452,2-BR,161%-170%,1,,,,,,
49570,10011,1-BR,121%-130%,2,,,,,,
49570,10011,2-BR,161%-170%,1,,,,,,
44280,928040,1-BR,0%-30%,7,,,,,,
44280,928040,1-BR,31%-40%,9,,,,,,
44280,928040,1-BR,41%-50%,9,,,,,,
44280,928040,1-BR,51%-60%,36,,,,,,
44280,928040,1-BR,91%-100%,18,,,,,,
44280,928040,2-BR,0%-30%,7,,,,,,
44280,928040,2-BR,31%-40%,11,,,,,,
44280,928040,2-BR,41%-50%,11,,,,,,
44280,928040,2-BR,51%-60%,43,,,,,,
44280,928040,2-BR,91%-100%,23,,,,,,
44280,928040,3-BR,0%-30%,1,,,,,,
44280,928040,3-BR,31%-40%,2,,,,,,
44280,928040,3-BR,41%-50%,2,,,,,,
44280,928040,3-BR,51%-60%,8,,,,,,
44280,928040,3-BR,91%-100%,4,,,,,,
44280,928040,3-BR,SUPER,1,,,,,,
44280,928040,Studio,31%-40%,1,,,,,,
44280,928040,Studio,41%-50%,1,,,,,,
44280,928040,Studio,51%-60%,3,,,,,,
44280,928040,Studio,91%-100%,2,,,,,,
44230,927137,2-BR,81%-90%,1,,,,,,
44230,927137,3-BR,121%-130%,2,,,,,,
44230,967108,2-BR,81%-90%,1,,,,,,
44230,967108,3-BR,121%-130%,2,,,,,,
44230,336151,2-BR,81%-90%,1,,,,,,
44230,336151,3-BR,121%-130%,2,,,,,,
44230,336111,2-BR,81%-90%,1,,,,,,
44230,336111,3-BR,121%-130%,2,,,,,,
44230,394346,2-BR,81%-90%,1,,,,,,
44230,394346,3-BR,121%-130%,2,,,,,,
52701,127575,Studio,41%-50%,28,,,,,,
52701,127575,Studio,51%-60%,111,,,,,,
52701,127575,Studio,66%-70%,1,,,,,,
52701,127575,Studio,71%-80%,75,,,,,,
53077,23627,1-BR,121%-130%,32,,,,807,836,652
53077,23627,2-BR,121%-130%,64,,,,1014.5,1043,851
53077,23627,3-BR,121%-130%,32,,,,1328,3367,1142
53077,23627,Studio,121%-130%,32,,,,612.5,629,589
52666,970691,Studio,121%-130%,5,,,,,,
52666,970691,Studio,31%-40%,1,,,,,,
52666,970691,Studio,41%-50%,1,,,,,,
52666,970691,Studio,121%-130%,4,,,,,,
52666,970691,Studio,121%-130%,3,,,,,,
52666,970691,Studio,41%-50%,1,,,,,,
52666,970691,1-BR,121%-130%,4,,,,,,
52666,970691,1-BR,41%-50%,1,,,,,,
52666,970691,1-BR,121%-130%,6,,,,,,
52666,970691,1-BR,31%-40%,1,,,,,,
52666,970691,2-BR,121%-130%,5,,,,,,
52666,970691,2-BR,41%-50%,2,,,,,,
52666,970691,2-BR,121%-130%,4,,,,,,
52666,970691,2-BR,41%-50%,1,,,,,,
52666,970691,2-BR,121%-130%,5,,,,,,
52666,970691,2-BR,121%-130%,4,,,,,,
52666,970691,2-BR,41%-50%,2,,,,,,
52666,970691,2-BR,SUPER,1,,,,,,
52666,970691,2-BR,121%-130%,2,,,,,,
52666,970691,2-BR,41%-50%,1,,,,,,
53273,958147,1-BR,0%-30%,2,,,,,,
53273,958147,1-BR,31%-40%,4,,,,,,
53273,958147,1-BR,41%-50%,5,,,,,,
53273,958147,1-BR,51%-60%,11,,,,,,
53273,958147,2-BR,0%-30%,6,,,,,,
53273,958147,2-BR,31%-40%,8,,,,,,
53273,958147,2-BR,41%-50%,8,,,,,,
53273,958147,2-BR,51%-60%,36,,,,,,
53273,958147,3-BR,0%-30%,2,,,,,,
53273,958147,3-BR,31%-40%,3,,,,,,
53273,958147,3-BR,41%-50%,3,,,,,,
53273,958147,3-BR,51%-60%,10,,,,,,
53273,958147,Studio,0%-30%,1,,,,,,
53273,958147,Studio,31%-40%,1,,,,,,
53273,958147,Studio,41%-50%,1,,,,,,
53273,958147,Studio,51%-60%,1,,,,,,
59105,203238,2-BR,NON-RESTRICTED,2,,,,,,
59105,203238,3-BR,NON-RESTRICTED,1,,,,,,
59105,203239,2-BR,NON-RESTRICTED,2,,,,,,
59105,203239,3-BR,NON-RESTRICTED,1,,,,,,
59105,203237,2-BR,NON-RESTRICTED,2,,,,,,
59105,203237,3-BR,NON-RESTRICTED,1,,,,,,
59105,203240,2-BR,NON-RESTRICTED,2,,,,,,
59105,203240,3-BR,NON-RESTRICTED,1,,,,,,
59105,203236,2-BR,NON-RESTRICTED,2,,,,,,
59105,203236,3-BR,NON-RESTRICTED,1,,,,,,
59105,203235,2-BR,NON-RESTRICTED,2,,,,,,
59105,203235,3-BR,NON-RESTRICTED,1,,,,,,
51378,381909,1-BR,111%-120%,3,,,,,,
51378,381909,1-BR,71%-80%,3,,,,,,
52461,28287,3-BR,111%-120%,6,,,,,,
52461,28287,4-BR,111%-120%,50,,,,,,
44348,950310,1-BR,31%-40%,2,,,,,,
44348,950310,1-BR,51%-60%,5,,,,,,
44348,950310,2-BR,31%-40%,16,,,,,,
44348,950310,2-BR,51%-60%,65,,,,,,
44348,950310,2-BR,SUPER,1,,,,,,
44348,950310,3-BR,31%-40%,9,,,,,,
44348,950310,3-BR,51%-60%,37,,,,,,
48899,805574,1-BR,111%-120%,174,,,,622,745,450
48899,805574,2-BR,111%-120%,114,,,,805,1021,688
48899,805574,3-BR,111%-120%,40,,,,1028,1133,926
48899,805574,Studio,111%-120%,50,,,,383,1132,334
48899,4636,1-BR,111%-120%,174,,,,622,745,450
48899,4636,2-BR,111%-120%,114,,,,812,1021,688
48899,4636,3-BR,111%-120%,40,,,,1028,1133,926
48899,4636,Studio,111%-120%,50,,,,383,1133,334
48899,4633,1-BR,111%-120%,119,,,,585,709,470
48899,4633,2-BR,111%-120%,64,,,,793,1014,680
48899,4633,Studio,111%-120%,3,,,,369,369,369
48899,803934,1-BR,111%-120%,171,,,,625,747,467
48899,803934,2-BR,111%-120%,118,,,,803.5,1054,651
48899,803934,3-BR,111%-120%,40,,,,1032,1136,929
48899,803934,Studio,111%-120%,49,,,,379,1052,323
48899,805584,1-BR,111%-120%,168,,,,616,747,467
48899,805584,2-BR,111%-120%,122,,,,802,1054,651
48899,805584,3-BR,111%-120%,40,,,,1032.5,1136,929
48899,805584,Studio,111%-120%,48,,,,375.5,413,323
48899,4360,1-BR,111%-120%,119,,,,589,740,
48899,4360,2-BR,111%-120%,64,,,,759,990,547
48899,4360,Studio,111%-120%,3,,,,352,352,352
48899,805585,1-BR,111%-120%,119,,,,585,709,470
48899,805585,2-BR,111%-120%,64,,,,793,1014,680
48899,805585,Studio,111%-120%,3,,,,369,369,369
48899,4623,1-BR,111%-120%,119,,,,585,737,446
48899,4623,2-BR,111%-120%,64,,,,808,986,677
48899,4623,Studio,111%-120%,3,,,,348,348,348
48899,4371,1-BR,111%-120%,119,,,,589,727,470
48899,4371,2-BR,111%-120%,64,,,,805,1048,
48899,4371,Studio,111%-120%,3,,,,369,369,369
48899,31596,1-BR,111%-120%,168,,,,616,747,462
48899,31596,2-BR,111%-120%,122,,,,803.5,1054,651
48899,31596,3-BR,111%-120%,40,,,,1032.5,1136,929
48899,31596,Studio,111%-120%,48,,,,375.5,413,323
45265,38135,1-BR,51%-60%,65,,,,,,
45265,38135,1-BR,71%-80%,4,,,,,,
45265,38135,2-BR,51%-60%,9,,,,,,
45265,38135,2-BR,71%-80%,3,,,,,,
45265,38135,2-BR,SUPER,1,,,,,,
45265,38135,4-BR,51%-60%,9,,,,,,
45265,38135,Studio,51%-60%,7,,,,,,
45265,38122,1-BR,51%-60%,9,,,,,,
45265,38122,1-BR,71%-80%,4,,,,,,
45265,38122,2-BR,51%-60%,26,,,,,,
45265,38122,2-BR,71%-80%,2,,,,,,
45265,38122,3-BR,51%-60%,17,,,,,,
45265,38122,3-BR,71%-80%,2,,,,,,
45265,38122,4-BR,51%-60%,5,,,,,,
45265,38122,Studio,51%-60%,5,,,,,,
51179,876943,1-BR,0%-30%,16,,,,,,
51179,876943,1-BR,31%-40%,1,,,,,,
51179,876943,1-BR,41%-50%,76,,,,,,
51179,876943,2-BR,SUPER,1,,,,,,
50201,372190,1-BR,91%-100%,1,1190,1190,1190,455,455,455
50201,372190,2-BR,121%-130%,2,2198,2198,2198,2198,2198,2198
50201,372190,2-BR,91%-100%,7,1440,1440,1440,715,1440,638
50201,372190,2-BR,SUPER,1,,,,,,
50201,372190,3-BR,121%-130%,1,2538,2538,2538,2538,2538,2538
50201,372190,3-BR,91%-100%,9,1664,1664,1664,637,1664,577
50201,372190,4-BR,91%-100%,1,1861,1861,1861,715,715,715
44225,955261,1-BR,31%-40%,7,,,,,,
44225,955261,1-BR,51%-60%,28,,,,,,
44225,955261,2-BR,31%-40%,4,,,,,,
44225,955261,2-BR,51%-60%,7,,,,,,
44225,955261,3-BR,51%-60%,1,,,,,,
44225,955261,Studio,31%-40%,3,,,,,,
44225,955261,Studio,51%-60%,4,,,,,,
44225,927748,1-BR,51%-60%,1,,,,,,
44225,927748,2-BR,51%-60%,10,,,,,,
52119,966188,1-BR,0%-30%,3,,,,,,
52119,966188,1-BR,31%-40%,6,,,,,,
52119,966188,1-BR,41%-50%,4,,,,,,
52119,966188,1-BR,51%-60%,11,,,,,,
52119,966188,2-BR,0%-30%,5,,,,,,
52119,966188,2-BR,31%-40%,1,,,,,,
52119,966188,2-BR,41%-50%,11,,,,,,
52119,966188,2-BR,51%-60%,13,,,,,,
52119,966188,2-BR,-1,1,,,,,,
52119,966188,Studio,31%-40%,1,,,,,,
52119,966188,Studio,41%-50%,4,,,,,,
51357,951689,1-BR,121%-130%,4,1918,1918,1918,1916,1916,1916
51357,951689,1-BR,161%-170%,4,2545,2545,2545,2312,2312,2312
51357,951689,1-BR,31%-40%,6,556,713,556,547,705,547
51357,951689,1-BR,41%-50%,1,713,713,713,705,705,705
51357,951689,1-BR,51%-60%,23,879,879,817,862,862,802
51357,951689,1-BR,SUPER,1,,,,,,
51357,951689,2-BR,161%-170%,1,3066,3066,3066,2783,2783,2783
51357,951689,2-BR,31%-40%,1,680,680,680,665,665,665
51357,951689,2-BR,41%-50%,1,877,877,877,854,854,854
51357,951689,2-BR,51%-60%,9,1066,1066,1066,1042,1042,1042
51357,951689,Studio,121%-130%,2,1918,1918,1918,1916,1916,1916
51357,951689,Studio,161%-170%,3,2545,2545,2545,2312,2312,2312
51357,951689,Studio,31%-40%,3,516,547,516,508,516,508
51357,951689,Studio,41%-50%,4,670,713,670,655,705,655
51357,951689,Studio,51%-60%,16,817,879,817,802,862,802
51950,589736,3-BR,71%-80%,1,,,,,,
51950,544663,3-BR,71%-80%,1,,,,,,
51950,572104,4-BR,71%-80%,1,,,,,,
51950,532932,2-BR,71%-80%,1,,,,,,
51950,610826,2-BR,71%-80%,1,,,,,,
51950,583620,2-BR,71%-80%,1,,,,,,
51950,597082,3-BR,71%-80%,1,,,,,,
51950,367956,2-BR,71%-80%,1,,,,,,
51950,281922,2-BR,71%-80%,1,,,,,,
51950,549840,2-BR,71%-80%,1,,,,,,
51950,591716,2-BR,71%-80%,1,,,,,,
51950,536580,2-BR,71%-80%,1,,,,,,
51950,679081,3-BR,71%-80%,1,,,,,,
51950,690769,3-BR,71%-80%,1,,,,,,
51950,543689,2-BR,71%-80%,1,,,,,,
51950,611866,2-BR,71%-80%,1,,,,,,
51950,561639,2-BR,71%-80%,1,,,,,,
51950,595312,2-BR,71%-80%,1,,,,,,
51950,324387,2-BR,71%-80%,1,,,,,,
51950,550818,3-BR,71%-80%,1,,,,,,
49938,947501,1-BR,111%-120%,5,,,,1840,1840,1840
49938,947501,1-BR,31%-40%,2,,,,532,532,532
49938,947501,1-BR,51%-60%,12,,,,847,847,847
49938,947501,1-BR,71%-80%,5,,,,1178,1178,1178
49938,947501,2-BR,111%-120%,10,,,,2216,2216,2216
49938,947501,2-BR,31%-40%,5,,,,647,647,647
49938,947501,2-BR,51%-60%,25,,,,1025,1025,1025
49938,947501,2-BR,71%-80%,9,,,,1422,1422,1422
49938,947501,2-BR,SUPER,1,,,,,,
49938,947501,Studio,111%-120%,5,,,,1463,1463,1463
49938,947501,Studio,31%-40%,3,,,,494,494,494
49938,947501,Studio,51%-60%,11,,,,788,788,788
49938,947501,Studio,71%-80%,5,,,,1097,1097,1097
50497,806842,1-BR,51%-60%,67,,,,,,
50497,806842,1-BR,71%-80%,10,,,,,,
50497,806842,2-BR,51%-60%,72,,,,,,
50497,806842,2-BR,71%-80%,9,,,,,,
50497,806842,2-BR,SUPER,1,,,,,,
50497,806842,3-BR,51%-60%,6,,,,,,
50497,806842,3-BR,71%-80%,2,,,,,,
50497,806842,Studio,51%-60%,7,,,,,,
50497,806842,Studio,71%-80%,2,,,,,,
58388,970697,1-BR,SUPER,1,,,,,,
58388,970697,Studio,51%-60%,80,,,,,,
59388,972462,1-BR,41%-50%,3,,,,,,
59388,972462,1-BR,51%-60%,36,,,,,,
59388,972462,2-BR,SUPER,1,,,,,,
59388,972462,Studio,31%-40%,7,,,,,,
59388,972462,Studio,41%-50%,8,,,,,,
59388,972462,Studio,51%-60%,8,,,,,,
48011,45506,1-BR,111%-120%,30,,,,,,
48011,45506,2-BR,111%-120%,20,,,,,,
48011,45506,3-BR,111%-120%,6,,,,,,
48011,45506,4-BR,111%-120%,2,,,,,,
48011,45506,Studio,111%-120%,2,,,,,,
48729,122170,1-BR,66%-70%,52,,,,,,
48729,122170,2-BR,66%-70%,16,,,,,,
48729,122170,2-BR,SUPER,1,,,,,,
48729,122170,3-BR,66%-70%,4,,,,,,
48729,122170,Studio,61%-65%,1,,,,,,
48729,122170,Studio,66%-70%,16,,,,,,
48729,90293,1-BR,41%-50%,4,,,,,,
48729,90293,1-BR,51%-60%,14,,,,,,
48729,90293,Studio,41%-50%,2,,,,,,
48729,46169,1-BR,41%-50%,15,,,,,,
48729,46169,1-BR,51%-60%,5,,,,,,
48729,46169,2-BR,41%-50%,14,,,,,,
48729,46169,2-BR,51%-60%,4,,,,,,
48729,46169,3-BR,41%-50%,4,,,,,,
48729,46169,3-BR,51%-60%,6,,,,,,
48729,46169,3-BR,SUPER,1,,,,,,
48729,46169,Studio,41%-50%,1,,,,,,
48729,46169,Studio,51%-60%,5,,,,,,
48729,57116,1-BR,41%-50%,3,,,,,,
48729,57116,1-BR,51%-60%,3,,,,,,
48729,57116,2-BR,41%-50%,4,,,,,,
48729,57116,2-BR,51%-60%,8,,,,,,
48729,57116,2-BR,SUPER,1,,,,,,
48729,57116,3-BR,41%-50%,2,,,,,,
48729,57116,3-BR,51%-60%,7,,,,,,
51301,976948,1-BR,51%-60%,1,,,,,,
51301,976948,Studio,51%-60%,160,,,,,,
53180,977640,1-BR,51%-60%,21,922,1249,922,882,1199,882
53180,977640,1-BR,71%-80%,21,1254,1254,1254,1250,1250,1250
53180,977640,2-BR,51%-60%,26,1107,1481,1107,1065,1429,1065
53180,977640,2-BR,71%-80%,27,1511,1511,1511,1500,1500,1500
53180,977640,3-BR,51%-60%,7,1279,1279,1279,1225,1225,1225
53180,977640,3-BR,71%-80%,7,1740,1904,1740,1740,1842,1740
53180,977640,Studio,51%-60%,9,861,861,861,822,822,822
53180,977640,Studio,71%-80%,10,996,996,996,966,966,966
59637,39842,1-BR,51%-60%,2,,,,,,
59637,39842,2-BR,41%-50%,7,,,,,,
59637,39842,2-BR,51%-60%,3,,,,,,
59637,39842,3-BR,41%-50%,2,,,,,,
59637,39842,3-BR,51%-60%,3,,,,,,
59637,39842,3-BR,71%-80%,1,,,,,,
59637,39843,1-BR,41%-50%,3,,,,,,
59637,39843,1-BR,51%-60%,2,,,,,,
59637,39843,1-BR,71%-80%,1,,,,,,
59637,39843,2-BR,41%-50%,7,,,,,,
59637,39843,2-BR,51%-60%,3,,,,,,
59637,39843,2-BR,71%-80%,1,,,,,,
59637,39843,4-BR,41%-50%,3,,,,,,
59637,39843,4-BR,51%-60%,2,,,,,,
59637,39843,4-BR,71%-80%,1,,,,,,
59637,39843,Studio,51%-60%,1,,,,,,
44282,973906,1-BR,121%-130%,14,,,,,,
44282,973906,1-BR,151%-160%,21,,,,,,
44282,973906,1-BR,41%-50%,13,,,,,,
44282,973906,1-BR,71%-80%,21,,,,,,
44282,973906,2-BR,121%-130%,8,,,,,,
44282,973906,2-BR,151%-160%,10,,,,,,
44282,973906,2-BR,41%-50%,8,,,,,,
44282,973906,2-BR,71%-80%,12,,,,,,
44282,973906,2-BR,SUPER,1,,,,,,
44282,973906,Studio,121%-130%,10,,,,,,
44282,973906,Studio,151%-160%,16,,,,,,
44282,973906,Studio,41%-50%,11,,,,,,
44282,973906,Studio,71%-80%,15,,,,,,
50509,965117,1-BR,121%-130%,17,,,,,,
50509,965117,1-BR,51%-60%,11,,,,,,
50509,965117,1-BR,91%-100%,13,,,,,,
50509,965117,1-BR,SUPER,1,,,,,,
50509,965117,2-BR,121%-130%,18,,,,,,
50509,965117,2-BR,51%-60%,11,,,,,,
50509,965117,2-BR,91%-100%,11,,,,,,
50509,965117,3-BR,121%-130%,3,,,,,,
50509,965117,3-BR,51%-60%,1,,,,,,
50509,965117,3-BR,91%-100%,2,,,,,,
50509,965117,Studio,121%-130%,3,,,,,,
50509,965117,Studio,51%-60%,1,,,,,,
50509,965117,Studio,91%-100%,2,,,,,,
52656,958170,1-BR,51%-60%,43,,,,,,
52656,958170,2-BR,51%-60%,56,,,,,,
52656,958170,2-BR,SUPER,1,,,,,,
52656,958170,Studio,51%-60%,1,,,,,,
44388,958153,1-BR,51%-60%,19,,,,,,
44388,958153,1-BR,91%-100%,4,,,,,,
44388,958153,2-BR,51%-60%,19,,,,,,
44388,958153,2-BR,91%-100%,6,,,,,,
44388,958153,2-BR,SUPER,1,,,,,,
44388,958153,3-BR,51%-60%,10,,,,,,
44388,958153,3-BR,91%-100%,4,,,,,,
44388,958153,Studio,31%-40%,31,,,,,,
50655,958176,1-BR,0%-30%,1,,,,,,
50655,958176,1-BR,31%-40%,2,,,,,,
50655,958176,1-BR,41%-50%,4,,,,,,
50655,958176,1-BR,51%-60%,4,,,,,,
50655,958176,1-BR,91%-100%,3,,,,,,
50655,958176,2-BR,0%-30%,4,,,,,,
50655,958176,2-BR,31%-40%,2,,,,,,
50655,958176,2-BR,41%-50%,5,,,,,,
50655,958176,2-BR,51%-60%,4,,,,,,
50655,958176,2-BR,91%-100%,3,,,,,,
50655,958176,2-BR,SUPER,1,,,,,,
50655,958176,3-BR,0%-30%,3,,,,,,
50655,958176,3-BR,31%-40%,1,,,,,,
50655,958176,3-BR,41%-50%,2,,,,,,
50655,958176,3-BR,51%-60%,2,,,,,,
50655,958176,Studio,31%-40%,3,,,,,,
50655,958176,Studio,41%-50%,2,,,,,,
50655,958176,Studio,51%-60%,2,,,,,,
50655,958176,Studio,91%-100%,3,,,,,,
44405,973259,1-BR,131%-140%,33,,,,2116,2116,2116
44405,973259,1-BR,161%-170%,33,,,,2600,2600,2600
44405,973259,1-BR,51%-60%,47,1182,1182,1182,860,860,860
44405,973259,1-BR,NON-RESTRICTED,158,,,,3648,3733,2928
44405,973259,2-BR,131%-140%,10,,,,2549,2549,2549
44405,973259,2-BR,161%-170%,10,,,,3129,3129,3129
44405,973259,2-BR,51%-60%,14,1428,1428,1428,1042,1042,1042
44405,973259,2-BR,NON-RESTRICTED,13,,,,4789,4789,4693
44405,973259,3-BR,131%-140%,23,,,,2549,2938,2549
44405,973259,3-BR,161%-170%,23,,,,3129,3608,3129
44405,973259,3-BR,51%-60%,33,1428,1643,1428,1042,1196,1042
44405,973259,3-BR,NON-RESTRICTED,41,,,,5925,7008,
44405,973259,Studio,131%-140%,16,,,,1973,1973,1973
44405,973259,Studio,161%-170%,16,,,,2424,2424,2424
44405,973259,Studio,51%-60%,24,1102,1102,1102,801,801,801
44405,973259,Studio,NON-RESTRICTED,92,,,,2635,2949,2565
45303,949086,1-BR,41%-50%,1,,,,,,
45303,949086,1-BR,51%-60%,17,,,,,,
45303,949086,2-BR,41%-50%,6,,,,,,
45303,949086,2-BR,51%-60%,93,,,,,,
45303,949086,3-BR,41%-50%,1,,,,,,
45303,949086,3-BR,51%-60%,5,,,,,,
54520,975517,1-BR,0%-30%,36,,,,,,
54520,975517,1-BR,51%-60%,82,,,,,,
54520,975517,2-BR,0%-30%,11,,,,,,
54520,975517,2-BR,51%-60%,27,,,,,,
54520,975517,2-BR,SUPER,1,,,,,,
54520,975517,3-BR,0%-30%,10,,,,,,
54520,975517,3-BR,51%-60%,23,,,,,,
54520,975517,Studio,0%-30%,8,,,,,,
54520,975517,Studio,51%-60%,20,,,,,,
51396,804799,2-BR,121%-130%,59,,,,1132,1181,1087
51396,804799,3-BR,121%-130%,16,,,,1342,1370,1313
51396,804799,Studio,121%-130%,9,,,,684,1098,656
51396,904741,1-BR,121%-130%,89,,,,897,1070,813
51396,904741,2-BR,121%-130%,64,,,,1104,1189,1036
