ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
48887,57693,1-BR,41%-50%,13,,,,578,578,578
48887,57693,2-BR,41%-50%,4,,,,743,743,743
48755,72098,1-BR,91%-100%,24,,,,,,
48755,72098,2-BR,91%-100%,36,,,,,,
48755,72098,3-BR,91%-100%,48,,,,,,
48733,386227,1-BR,71%-80%,2,,,,,,
48733,386227,1-BR,91%-100%,1,,,,,,
48733,386227,2-BR,71%-80%,2,,,,,,
48733,386227,2-BR,91%-100%,1,,,,,,
48733,386227,Studio,91%-100%,1,,,,,,
48892,53714,2-BR,111%-120%,2,,,,905,1100,710
48892,53714,3-BR,111%-120%,9,,,,1009,1100,700
49060,64260,2-BR,51%-60%,4,,,,,,
49060,52764,1-BR,51%-60%,8,,,,,,
49060,52764,2-BR,51%-60%,10,,,,,,
49060,52764,3-BR,51%-60%,1,,,,,,
49060,95625,2-BR,51%-60%,4,,,,,,
49060,64510,1-BR,51%-60%,7,,,,,,
49060,64510,2-BR,51%-60%,8,,,,,,
49060,64510,Studio,51%-60%,1,,,,,,
49060,64309,1-BR,51%-60%,2,,,,,,
49060,64309,2-BR,51%-60%,4,,,,,,
48685,346832,1-BR,51%-60%,3,,,,701,889,592
48685,346832,2-BR,51%-60%,9,,,,689,1049,
48685,330794,2-BR,51%-60%,8,,,,850,1049,785
48685,346837,2-BR,51%-60%,7,,,,709,1054,621
48685,381637,3-BR,51%-60%,3,,,,817,1165,781
48685,317155,1-BR,51%-60%,1,,,,1096,1096,1096
48685,317155,2-BR,51%-60%,2,,,,704,709,699
48685,317155,3-BR,51%-60%,6,,,,793,921,764
48685,332710,2-BR,51%-60%,4,,,,799,945,689
48690,744417,1-BR,51%-60%,16,,,,,,
48690,744417,2-BR,51%-60%,15,,,,,,
48690,744417,Studio,51%-60%,12,,,,,,
49070,213832,2-BR,51%-60%,9,,,,739,1102,67
49070,334864,2-BR,51%-60%,4,,,,792.5,960,646
49070,357677,1-BR,51%-60%,3,,,,605,717,510
49070,357677,2-BR,51%-60%,10,,,,786,928,538
49070,357669,1-BR,51%-60%,4,,,,729,801,667
49070,357669,3-BR,51%-60%,1,,,,846,846,846
49070,357634,2-BR,51%-60%,1,,,,924,924,924
49070,357634,3-BR,51%-60%,2,,,,719,849,589
49070,357634,Studio,51%-60%,3,,,,469,536,414
49070,359775,1-BR,51%-60%,6,,,,638.5,705,291
49070,359775,Studio,51%-60%,1,,,,600,600,600
48765,19049,2-BR,51%-60%,7,1101,1186,,912,1101,
48765,19049,Studio,51%-60%,1,881,881,881,724,724,724
48765,42524,1-BR,51%-60%,2,890.5,972,809,855,881,829
48765,42524,2-BR,51%-60%,22,977.5,1314,,988,1130,
48765,822049,1-BR,51%-60%,8,861,1045,723,861,984,723
48765,822049,2-BR,51%-60%,54,1017,1262,,1017.5,1301,
48765,822049,3-BR,51%-60%,18,1173,1317,955,1196.5,1399,955
48765,19048,2-BR,51%-60%,7,1186,1605,847,1078,1605,845
48765,19048,Studio,51%-60%,1,881,881,881,687,687,687
48765,19506,1-BR,51%-60%,12,934,1663,909,894.5,1351,741
48765,19506,2-BR,51%-60%,7,1101,1186,903,911,1101,828
48765,19506,3-BR,51%-60%,1,2068,2068,2068,2068,2068,2068
48765,19506,Studio,51%-60%,1,1294,1294,1294,847,847,847
48765,309680,1-BR,51%-60%,1,695,695,695,631,631,631
48765,309680,1-BR,81%-90%,8,684,945,608,751,926,674
48765,309680,2-BR,51%-60%,13,701,826,,727,826,
48765,309680,2-BR,81%-90%,2,983,1002,964,1003,1042,964
48765,85438,1-BR,51%-60%,5,815,918,782,806,945,750
48765,85438,2-BR,51%-60%,11,914,1118,,890,1002,
48765,85438,Studio,51%-60%,5,798,915,747,754,985,636
48765,85441,1-BR,51%-60%,5,873,1122,699,850,1066,699
48765,85441,2-BR,51%-60%,11,948,1154,911,951,1109,915
48765,85441,Studio,51%-60%,5,689,808,571,717,725,594
48765,28116,1-BR,51%-60%,1,663,663,663,714,714,714
48765,28116,2-BR,51%-60%,4,743,827,736,786.5,891,765
48765,28116,3-BR,51%-60%,5,789,1013,789,850,946,
48765,28116,Studio,51%-60%,1,810,810,810,481,481,481
48765,28117,1-BR,51%-60%,2,497.5,532,463,451,550,352
48765,28117,2-BR,51%-60%,4,466.5,617,,503.5,664,
48765,28117,3-BR,51%-60%,5,452,784,410,487,941,410
48765,28118,1-BR,51%-60%,10,661.5,797,380,712,920,215
48765,313693,1-BR,81%-90%,4,926,1030,881,926,1030,881
48765,313693,1-BR,-1,4,946,997,882,946,997,882
48765,313693,2-BR,81%-90%,6,1162.5,1248,1066,1096.5,1248,1066
48765,313693,2-BR,-1,11,1015,1252,,1015,1099,
48765,313693,3-BR,81%-90%,2,1344.5,1377,1312,1263.5,1377,1150
48765,313693,3-BR,-1,5,1280,1744,1178,1196,1388,1178
48765,313692,1-BR,51%-60%,3,908,997,795,908,997,795
48765,313692,1-BR,81%-90%,1,1008,1008,1008,1008,1008,1008
48765,313692,2-BR,51%-60%,16,1090.5,1597,1012,1054,1286,953
48765,313692,2-BR,81%-90%,5,1138,1388,1088,1138,1204,1088
48765,313692,3-BR,51%-60%,3,1234,1282,1043,1234,1282,1043
48765,26937,1-BR,51%-60%,8,947,1351,880,865,1351,749
48765,26937,2-BR,51%-60%,7,1101,1186,1050,920,1030,875
48765,26937,Studio,51%-60%,2,880,913,847,604.5,658,551
48765,24535,1-BR,51%-60%,7,896,970,763,881,1115,754
48765,24535,2-BR,51%-60%,22,966.5,1224,751,993.5,1273,751
48765,24535,Studio,51%-60%,5,769,902,728,778,947,612
48890,59889,1-BR,51%-60%,18,,,,799,799,799
48890,59889,1-BR,SUPER,1,,,,,,
48890,59889,2-BR,51%-60%,23,,,,925,925,925
48890,59889,3-BR,51%-60%,3,,,,1152,1152,1152
49569,20765,1-BR,51%-60%,10,,,,,,
49569,20765,2-BR,51%-60%,67,,,,,,
49569,20765,3-BR,51%-60%,62,,,,,,
49569,20765,4-BR,51%-60%,18,,,,,,
48686,32921,Studio,41%-50%,77,,,,,,
48686,32921,Studio,51%-60%,230,,,,,,
49103,59514,1-BR,111%-120%,35,1230,1230,975,1092,1323,532
49103,59514,2-BR,111%-120%,16,,,,1201,1473,796
49103,59514,2-BR,SUPER,1,,,,,,
49103,59514,3-BR,111%-120%,12,1709,1709,1709,1500,1709,696
49103,59514,Studio,111%-120%,8,975,975,975,1017,1285,875
48896,216940,Studio,111%-120%,135,,,,,,
48766,85558,1-BR,51%-60%,7,,,,,,
48766,85558,2-BR,51%-60%,29,,,,,,
48766,85558,3-BR,51%-60%,1,,,,,,
48766,89105,1-BR,51%-60%,12,,,,,,
48766,89105,2-BR,51%-60%,16,,,,,,
48766,89105,3-BR,51%-60%,1,,,,,,
48766,118500,1-BR,51%-60%,5,,,,,,
48766,118500,2-BR,51%-60%,21,,,,,,
48766,118500,3-BR,51%-60%,6,,,,,,
48766,118500,4-BR,51%-60%,5,,,,,,
48766,118493,1-BR,51%-60%,11,,,,,,
48766,118493,2-BR,51%-60%,11,,,,,,
48766,118493,3-BR,51%-60%,10,,,,,,
48766,118493,4-BR,51%-60%,5,,,,,,
48766,118493,-1,51%-60%,1,,,,,,
48766,118502,1-BR,51%-60%,5,,,,,,
48766,118502,2-BR,51%-60%,21,,,,,,
48766,118502,3-BR,51%-60%,5,,,,,,
48766,118502,3-BR,SUPER,1,,,,,,
48766,118502,4-BR,51%-60%,5,,,,,,
48766,118495,1-BR,51%-60%,6,,,,,,
48766,118495,2-BR,51%-60%,12,,,,,,
48766,118495,3-BR,51%-60%,14,,,,,,
48766,118495,4-BR,51%-60%,5,,,,,,
48766,118497,2-BR,51%-60%,15,,,,,,
48766,118497,3-BR,51%-60%,17,,,,,,
48766,118497,4-BR,51%-60%,5,,,,,,
48766,109403,1-BR,51%-60%,29,,,,,,
48766,109403,2-BR,51%-60%,37,,,,,,
48766,109403,2-BR,SUPER,1,,,,,,
48766,109403,3-BR,51%-60%,8,,,,,,
48766,93706,1-BR,51%-60%,14,,,,,,
48766,93706,2-BR,51%-60%,27,,,,,,
48766,93706,3-BR,51%-60%,12,,,,,,
48766,65697,1-BR,51%-60%,6,,,,,,
48766,65697,2-BR,51%-60%,28,,,,,,
48766,65697,3-BR,51%-60%,5,,,,,,
48625,362389,1-BR,41%-50%,1,861,861,861,861,861,861
48625,362389,1-BR,51%-60%,4,699,861,699,699,861,699
48625,362389,2-BR,51%-60%,8,849,849,459,849,849,459
48625,362389,3-BR,51%-60%,6,972,972,972,972,972,972
48625,338754,1-BR,41%-50%,2,707.5,861,554,549,554,544
48625,338754,1-BR,51%-60%,4,699,861,699,699,699,699
48625,338754,1-BR,SUPER,1,,,,,,
48625,338754,2-BR,41%-50%,4,945.5,1042,849,849,849,849
48625,338754,2-BR,51%-60%,8,849,1042,849,849,972,849
48625,338754,3-BR,51%-60%,1,849,849,849,849,849,849
48625,232147,1-BR,41%-50%,1,699,699,699,699,699,699
48625,232147,1-BR,51%-60%,3,699,699,699,699,699,699
48625,849296,1-BR,41%-50%,3,554,554,554,554,554,554
48625,849296,1-BR,51%-60%,21,699,699,699,699,699,699
48625,849296,1-BR,SUPER,1,699,699,699,699,699,699
48625,849296,2-BR,51%-60%,4,849,849,,849,849,
48625,849296,3-BR,51%-60%,3,972,972,972,972,972,972
48625,339245,2-BR,41%-50%,3,849,849,849,849,849,849
48625,339245,2-BR,51%-60%,4,849,849,849,849,849,801
48625,339245,2-BR,NON-RESTRICTED,1,849,849,849,849,849,849
48632,5381,1-BR,111%-120%,10,908.5,934,883,951,1030,883
48632,5381,2-BR,111%-120%,10,,,,1103,1234,1060
48632,5381,Studio,111%-120%,5,,,,790,917,690
48632,5376,1-BR,111%-120%,10,928,928,928,950,988,928
48632,5376,2-BR,111%-120%,7,,,,1096,1196,1060
48632,5376,4-BR,111%-120%,2,,,,1055.5,1067,1044
48632,5376,Studio,111%-120%,6,721,725,717,772.5,1103,717
48632,5374,1-BR,111%-120%,14,871.5,971,772,928,1040,772
48632,5374,2-BR,111%-120%,5,,,,1060,1103,993
48632,5374,Studio,111%-120%,5,780,884,676,772,884,676
48632,5379,1-BR,111%-120%,9,1006.5,1025,988,966,1025,776
48632,5379,2-BR,111%-120%,10,1035,1040,1030,1060,1355,993
48632,5379,Studio,111%-120%,6,706,706,706,736,1141,701
48788,9827,1-BR,41%-50%,4,,,,562,774,528
48788,9827,2-BR,41%-50%,2,,,,731,731,731
48788,9827,Studio,41%-50%,6,,,,446,731,401
48657,88527,1-BR,111%-120%,13,,,,,,
48657,88527,2-BR,111%-120%,26,,,,,,
48657,88527,3-BR,111%-120%,10,,,,,,
48657,115745,1-BR,111%-120%,14,,,,,,
48657,115745,1-BR,NON-RESTRICTED,1,,,,,,
48657,115745,2-BR,111%-120%,32,,,,,,
48657,115745,3-BR,111%-120%,22,,,,,,
48657,88530,1-BR,111%-120%,16,,,,,,
48657,88530,2-BR,111%-120%,33,,,,,,
48657,88530,3-BR,111%-120%,11,,,,,,
48657,118659,2-BR,111%-120%,10,,,,,,
48902,88267,1-BR,111%-120%,4,,,,620.5,950,541
48902,88267,2-BR,111%-120%,7,,,,695,695,695
48902,88267,3-BR,111%-120%,4,,,,850,850,850
48895,806382,1-BR,111%-120%,1,836,836,836,762,762,762
48895,806382,2-BR,111%-120%,10,1117,1400,564,946.5,985,875
48895,806382,2-BR,-1,1,718,718,718,,,
48895,806380,1-BR,111%-120%,1,578,578,578,,,
48895,806380,2-BR,111%-120%,11,1144,1294,541,935,1040,908
48895,806379,1-BR,111%-120%,1,931,931,931,805,805,805
48895,806379,2-BR,111%-120%,11,1160,1397,552,988,1155,926
48895,806384,1-BR,111%-120%,1,976,976,976,814,814,814
48895,806384,2-BR,111%-120%,11,1174,1327,548,1007.5,1134,942
48895,806383,1-BR,111%-120%,1,979,979,979,742,742,742
48895,806383,2-BR,111%-120%,11,1155,1351,547,970.5,989,899
48895,57674,1-BR,111%-120%,1,886,886,886,739,739,739
48895,57674,2-BR,111%-120%,11,1170,1365,556,942,1073,700
48895,806381,1-BR,111%-120%,1,496,496,496,,,
48895,806381,2-BR,111%-120%,11,1158,1468,739,973,1088,900
48752,110157,1-BR,111%-120%,17,,,,577,1360,577
48752,110157,2-BR,111%-120%,70,,,,743,1520,743
48752,110157,3-BR,111%-120%,49,,,,907,907,907
48752,110157,Studio,111%-120%,1,,,,577,577,577
48726,943722,1-BR,0%-48%,41,,,,,,
48726,943722,1-BR,130%-165%,157,,,,,,
48726,943722,1-BR,48%-130%,7,,,,,,
48726,943722,2-BR,0%-48%,43,,,,,,
48726,943722,2-BR,130%-165%,128,,,,,,
48726,943722,2-BR,48%-130%,43,,,,,,
48726,943722,3-BR,0%-48%,7,,,,,,
48726,943722,3-BR,130%-165%,21,,,,,,
48726,943722,3-BR,48%-130%,7,,,,,,
48726,943722,Studio,0%-48%,33,,,,,,
48726,943722,Studio,130%-165%,65,,,,,,
48726,943722,Studio,48%-130%,67,,,,,,
46299,957262,1-BR,51%-60%,25,844,844,844,,,
46299,957262,2-BR,51%-60%,27,1022,1562,1022,,,
46299,957262,3-BR,51%-60%,9,1175,2008,1175,,,
46299,957262,Studio,31%-40%,18,494,494,494,,,
46299,957262,Studio,51%-60%,8,785,1254,785,,,
44369,927814,2-BR,41%-50%,4,835,835,835,835,835,835
44369,927814,2-BR,51%-60%,8,1022,1022,1022,1022,1022,1022
44369,927814,3-BR,41%-50%,4,1675,1675,1675,1675,1675,1675
44369,927816,1-BR,41%-50%,4,689,689,689,684,684,684
44369,927816,2-BR,41%-50%,2,1364,1364,1364,1364,1364,1364
44369,927816,Studio,41%-50%,1,640,640,640,640,640,640
44369,943963,1-BR,41%-50%,1,844,844,844,844,844,844
44369,943963,1-BR,51%-60%,2,844,844,844,844,844,844
44369,943963,2-BR,51%-60%,3,1022,1364,1022,1022,1364,1022
44369,943963,2-BR,SUPER,1,,,,,,
44369,927815,1-BR,51%-60%,6,844,844,844,844,844,844
44369,927815,2-BR,41%-50%,4,1193,1364,1022,1193,1364,1022
44369,927815,2-BR,51%-60%,4,1022,1022,1022,1022,1022,1022
44362,947316,1-BR,0%-30%,9,,,,,,
44362,947316,1-BR,51%-60%,33,,,,,,
44362,947316,2-BR,0%-30%,14,,,,,,
44362,947316,2-BR,51%-60%,50,,,,,,
44362,947316,3-BR,51%-60%,2,,,,,,
44362,947316,Studio,0%-30%,5,,,,,,
44362,947316,Studio,51%-60%,21,,,,,,
48771,806302,1-BR,51%-60%,4,,,,,,
48771,806302,2-BR,51%-60%,8,,,,,,
48771,806302,2-BR,SUPER,1,,,,,,
48771,806302,3-BR,51%-60%,1,,,,,,
48771,806302,Studio,51%-60%,3,,,,,,
48771,64911,1-BR,51%-60%,4,,,,,,
48771,64911,2-BR,51%-60%,9,,,,,,
48771,64911,2-BR,SUPER,1,,,,,,
48771,64911,Studio,51%-60%,1,,,,,,
48771,120450,2-BR,41%-50%,4,,,,,,
48771,120450,2-BR,51%-60%,2,,,,,,
48771,120450,2-BR,SUPER,1,,,,,,
48771,120450,Studio,41%-50%,1,,,,,,
48771,120452,2-BR,41%-50%,4,,,,,,
48771,120452,2-BR,51%-60%,3,,,,,,
48771,64974,1-BR,51%-60%,9,,,,,,
48771,64974,2-BR,51%-60%,10,,,,,,
48771,64974,Studio,51%-60%,1,,,,,,
48771,120457,1-BR,41%-50%,4,,,,,,
48771,120457,1-BR,51%-60%,1,,,,,,
48771,120457,1-BR,SUPER,1,,,,,,
48771,120457,3-BR,41%-50%,3,,,,,,
48771,120457,3-BR,51%-60%,2,,,,,,
48771,806301,1-BR,51%-60%,4,,,,,,
48771,806301,2-BR,51%-60%,8,,,,,,
48771,806301,3-BR,51%-60%,1,,,,,,
48771,806301,Studio,51%-60%,3,,,,,,
48771,64901,1-BR,51%-60%,4,,,,,,
48771,64901,2-BR,51%-60%,8,,,,,,
48771,64901,3-BR,51%-60%,1,,,,,,
48771,64901,Studio,51%-60%,2,,,,,,
48771,120458,1-BR,41%-50%,5,,,,,,
48771,120458,3-BR,41%-50%,5,,,,,,
48771,56602,1-BR,51%-60%,2,,,,,,
48771,56602,2-BR,51%-60%,10,,,,,,
48771,56847,2-BR,41%-50%,3,,,,,,
48771,56847,2-BR,51%-60%,3,,,,,,
48771,56847,3-BR,41%-50%,4,,,,,,
48771,56847,3-BR,51%-60%,2,,,,,,
48771,116824,1-BR,51%-60%,5,,,,,,
48771,116824,2-BR,51%-60%,13,,,,,,
48771,116824,Studio,51%-60%,3,,,,,,
48771,116817,1-BR,51%-60%,6,,,,,,
48771,116817,2-BR,51%-60%,13,,,,,,
48771,116817,Studio,51%-60%,6,,,,,,
48771,116827,2-BR,51%-60%,15,,,,,,
48771,116827,2-BR,SUPER,1,,,,,,
48771,116827,3-BR,51%-60%,4,,,,,,
48771,116827,Studio,51%-60%,2,,,,,,
48771,50382,1-BR,51%-60%,6,,,,,,
48771,50382,2-BR,51%-60%,9,,,,,,
48771,50382,Studio,51%-60%,5,,,,,,
48771,50377,2-BR,51%-60%,10,,,,,,
48771,50377,2-BR,SUPER,1,,,,,,
48771,50377,3-BR,51%-60%,4,,,,,,
48771,50377,Studio,51%-60%,5,,,,,,
48771,113800,1-BR,51%-60%,9,,,,,,
48771,113800,2-BR,51%-60%,8,,,,,,
48771,113800,2-BR,SUPER,1,,,,,,
48771,806680,1-BR,51%-60%,4,,,,,,
48771,806680,2-BR,51%-60%,17,,,,,,
48771,806680,3-BR,51%-60%,2,,,,,,
48771,806680,Studio,51%-60%,1,,,,,,
49281,550156,1-BR,71%-80%,4,908,908,908,249,269,213
49281,550156,1-BR,81%-90%,1,1069,1069,1069,1069,1069,1069
49281,550156,2-BR,71%-80%,2,1098,1098,1098,263,331,195
49281,550156,2-BR,81%-90%,1,1291,1291,1291,1291,1291,1291
49281,550156,Studio,71%-80%,1,716,716,716,716,716,716
49281,944555,1-BR,71%-80%,3,908,1069,908,,,
49281,944555,1-BR,81%-90%,6,1069,1069,1069,,,
49281,944555,2-BR,71%-80%,2,1098,1098,1098,235,235,235
49281,944555,2-BR,81%-90%,2,1291,1291,1291,,,
49455,42407,2-BR,41%-50%,2,872,872,872,872,872,872
49455,42407,2-BR,51%-60%,4,1132,1132,1132,1132,1132,1132
49455,42407,2-BR,81%-90%,14,1200,1200,1200,1200,1200,1200
49010,346924,2-BR,71%-80%,2,1416,1416,1416,,,
48626,197987,1-BR,111%-120%,2,,,,1107,1107,1107
48626,197987,1-BR,71%-80%,5,,,,1107,1107,426
48626,197987,Studio,71%-80%,1,,,,877,877,877
48626,214946,1-BR,111%-120%,1,,,,1190,1190,1190
48626,214946,1-BR,71%-80%,1,,,,1400,1400,1400
48626,214946,2-BR,111%-120%,2,,,,1600,1600,1600
48626,214946,Studio,111%-120%,2,,,,756.5,1190,323
48626,214946,Studio,71%-80%,2,,,,727,1190,264
48626,359983,1-BR,111%-120%,2,,,,1107,1107,1107
48626,363723,3-BR,111%-120%,3,,,,587,1292,329
48626,363723,3-BR,71%-80%,5,,,,1541,1541,373
48704,57040,2-BR,51%-60%,20,851.5,1383,662,841,1383,662
48704,57040,Studio,51%-60%,4,764,814,736,792,814,736
48704,57048,2-BR,51%-60%,10,746.5,1100,581,746.5,1100,581
48704,57048,-1,SUPER,1,,,,,,
48704,63982,1-BR,51%-60%,4,656.5,732,501,,,
48704,63982,2-BR,51%-60%,14,722.5,1361,527,,,
48704,63982,2-BR,SUPER,1,,,,,,
48704,63982,Studio,51%-60%,2,666.5,792,541,,,
48748,381140,3-BR,71%-80%,4,,,,,,
48748,381140,3-BR,91%-100%,2,,,,,,
48641,967101,Studio,41%-50%,50,1442,1442,1442,1196,1196,481
48641,967101,Studio,51%-60%,5,1442,1442,1442,952,952,952
48937,21460,1-BR,121%-130%,19,,,,,,
44306,926973,2-BR,31%-40%,1,648,648,648,648,648,648
44306,926973,2-BR,51%-60%,1,1022,1022,1022,1022,1022,1022
44306,926973,3-BR,31%-40%,1,743,743,743,743,743,743
44306,926973,3-BR,51%-60%,1,1175,1175,1175,1175,1175,1175
44306,926973,3-BR,71%-80%,2,1649,1649,1649,1649,1649,1649
44306,926973,4-BR,51%-60%,1,1317,1317,1317,1317,1317,1317
44888,949804,1-BR,51%-60%,17,,,,1231,1425,809
44888,949804,2-BR,51%-60%,37,,,,1165,1697,970
44888,949804,2-BR,SUPER,1,,,,,,
44888,949804,3-BR,51%-60%,2,,,,1346,1346,1346
44888,949804,Studio,51%-60%,58,,,,533,1211,246
48013,60014,1-BR,51%-60%,9,877,877,877,,,
48013,60014,2-BR,51%-60%,10,1062,1062,1062,,,
48013,60014,2-BR,SUPER,1,,,,,,
48013,60061,1-BR,51%-60%,1,877,877,877,,,
48013,60061,2-BR,51%-60%,1,1062,1062,1062,,,
48013,60061,3-BR,41%-50%,13,995,995,995,,,
48013,60061,3-BR,51%-60%,1,995,995,995,,,
48013,60061,3-BR,SUPER,1,,,,,,
48013,60013,1-BR,51%-60%,14,877,877,877,,,
48013,60013,2-BR,51%-60%,8,1062,1062,1062,,,
48013,60013,3-BR,41%-50%,1,995,995,995,,,
48013,60013,Studio,51%-60%,1,816,816,816,,,
48013,59349,1-BR,51%-60%,3,877,877,877,,,
48013,59349,2-BR,51%-60%,1,1062,1062,1062,,,
47767,49424,1-BR,71%-80%,2,800,900,700,,,
47767,49424,2-BR,71%-80%,8,850,1000,850,885,900,870
47767,49424,Studio,71%-80%,5,500,500,500,,,
47767,70671,1-BR,71%-80%,1,900,900,900,,,
47767,70671,2-BR,71%-80%,5,1125,1125,1125,,,
47767,70287,1-BR,71%-80%,5,900,900,900,,,
47767,70287,2-BR,71%-80%,2,1125,1125,1125,,,
47767,49429,2-BR,71%-80%,9,850,1125,850,,,
47767,49429,2-BR,SUPER,1,,,,,,
47767,49429,3-BR,71%-80%,9,1000,1000,1000,1300,1300,1300
49909,498639,2-BR,111%-120%,1,,,,,,
51035,683674,2-BR,NON-RESTRICTED,6,,,,,,
50293,66001,1-BR,91%-100%,2,,,,,,
50293,66001,2-BR,91%-100%,6,,,,,,
50293,66001,3-BR,91%-100%,13,,,,,,
44303,927939,1-BR,41%-50%,46,,,,,,
44303,927939,Studio,41%-50%,4,,,,,,
50804,6529,2-BR,41%-50%,6,,,,,,
50804,6529,2-BR,71%-80%,6,,,,,,
50804,6529,3-BR,41%-50%,5,,,,,,
50804,6529,3-BR,71%-80%,5,,,,,,
48870,116785,1-BR,51%-60%,56,,,,1232,1584,876
48870,116785,1-BR,81%-90%,6,,,,1060,1387,876
48870,116785,2-BR,51%-60%,65,,,,1547,1935,1077
48870,116785,2-BR,81%-90%,11,,,,1412,1933,1225
48870,116785,2-BR,SUPER,1,,,,,,
50933,811259,1-BR,NON-RESTRICTED,6,,,,,,
50933,811259,2-BR,NON-RESTRICTED,3,,,,,,
50933,811259,3-BR,NON-RESTRICTED,2,,,,,,
50774,633968,1-BR,0%-30%,1,,,,,,
50774,633968,1-BR,31%-40%,1,,,,,,
50774,633968,1-BR,-1,1,,,,,,
50774,633968,Studio,0%-30%,1,,,,,,
50774,633968,Studio,31%-40%,1,,,,,,
50774,633968,Studio,81%-90%,1,,,,,,
50774,633968,Studio,-1,1,,,,,,
51031,6546,Studio,NON-RESTRICTED,16,,,,,,
50352,60498,2-BR,161%-170%,1,,,,824,824,824
50352,60498,2-BR,41%-50%,1,,,,901,901,901
50352,60498,2-BR,51%-60%,3,,,,522,989,389
50352,60498,2-BR,SUPER,1,,,,,,
50352,60498,3-BR,161%-170%,4,,,,869,897,774
50352,60498,3-BR,41%-50%,1,,,,883,883,883
50352,60498,3-BR,51%-60%,6,,,,862,1050,506
50352,97550,1-BR,161%-170%,7,,,,726,909,316
50352,97550,1-BR,41%-50%,5,,,,738,771,720
50352,97550,1-BR,51%-60%,17,,,,782,967,433
50352,97550,1-BR,SUPER,1,,,,,,
50352,97550,2-BR,161%-170%,1,,,,800,800,800
50352,97550,2-BR,41%-50%,1,,,,890,890,890
50352,97550,3-BR,51%-60%,5,,,,896,1163,507
50352,77186,1-BR,161%-170%,13,,,,799,987,407
50352,77186,1-BR,41%-50%,8,,,,534,773,397
50352,77186,1-BR,51%-60%,25,,,,750,900,414
50352,77186,1-BR,SUPER,1,,,,,,
50352,77186,2-BR,161%-170%,1,,,,922,922,922
50352,77186,2-BR,41%-50%,3,,,,491,957,453
50352,77186,2-BR,51%-60%,8,,,,946,1153,507
50352,77186,2-BR,SUPER,1,,,,,,
50352,77186,3-BR,161%-170%,1,,,,837,837,837
50352,77186,3-BR,41%-50%,2,,,,707,887,527
50352,77186,3-BR,51%-60%,2,,,,793,808,778
49058,64797,1-BR,51%-60%,17,,,,,,
49058,64797,2-BR,51%-60%,48,,,,,,
49058,64797,3-BR,51%-60%,3,,,,,,
48639,945946,Studio,41%-50%,94,,,,,,
48639,945946,Studio,51%-60%,60,,,,,,
48639,945946,Studio,SUPER,1,,,,,,
49575,945947,1-BR,51%-60%,24,812,812,812,,,
49575,945947,2-BR,51%-60%,28,988,988,988,,,
49575,945947,2-BR,SUPER,1,,,,,,
49575,945947,3-BR,51%-60%,4,1134,1134,1134,,,
49575,945947,Studio,51%-60%,8,755,755,755,,,
48678,58944,2-BR,51%-60%,8,,,,,,
48678,58944,2-BR,SUPER,1,,,,,,
48678,58944,Studio,51%-60%,1,,,,,,
48678,58930,3-BR,51%-60%,4,,,,,,
48678,88544,1-BR,51%-60%,5,,,,,,
48678,88544,2-BR,51%-60%,2,,,,,,
48678,88544,3-BR,51%-60%,1,,,,,,
48678,125023,1-BR,51%-60%,1,,,,,,
48678,125023,2-BR,51%-60%,4,,,,,,
48678,125023,3-BR,51%-60%,2,,,,,,
48678,940965,2-BR,51%-60%,3,,,,,,
48676,42818,1-BR,51%-60%,1,884,884,884,674,674,674
48676,42818,2-BR,161%-170%,2,1064,1161,967,634.5,809,460
48676,42818,2-BR,51%-60%,13,994,1193,926,465,890,116
48676,42818,3-BR,151%-160%,1,1161,1161,1161,434,434,434
48676,42818,3-BR,51%-60%,3,1161,1251,1161,551,1012,535
48676,42815,1-BR,151%-160%,1,1161,1161,1161,788,788,788
48676,42815,2-BR,151%-160%,6,1177,1251,1161,623,914,324
48676,42815,2-BR,51%-60%,9,1161,1251,967,604,1100,332
48676,42815,3-BR,151%-160%,2,1177,1193,1161,675.5,903,448
48676,42815,3-BR,51%-60%,2,1161,1161,1161,611,611,611
48676,42813,1-BR,51%-60%,10,860,894,860,736,826,377
48676,42813,2-BR,161%-170%,1,967,967,967,790,790,790
48676,42813,2-BR,51%-60%,4,972,1042,967,504,738,431
48683,18986,2-BR,51%-60%,21,,,,682,872,177
48683,18986,2-BR,71%-80%,10,,,,1009.5,1263,875
48683,18986,3-BR,51%-60%,2,,,,648,676,620
48683,18986,3-BR,71%-80%,3,,,,962,1135,935
48683,18990,2-BR,51%-60%,22,,,,734,853,
48683,18990,2-BR,71%-80%,7,,,,995,1099,920
48683,18990,3-BR,51%-60%,5,,,,502,763,177
50942,964992,1-BR,0%-30%,3,,,,,,
50942,964992,1-BR,31%-40%,8,,,,,,
50942,964992,1-BR,41%-50%,8,,,,,,
50942,964992,1-BR,51%-60%,28,,,,,,
50942,964992,1-BR,71%-80%,1,,,,,,
50942,964992,2-BR,0%-30%,4,,,,,,
50942,964992,2-BR,31%-40%,7,,,,,,
50942,964992,2-BR,41%-50%,7,,,,,,
50942,964992,2-BR,51%-60%,20,,,,,,
50942,964992,2-BR,71%-80%,1,,,,,,
50942,964992,2-BR,81%-90%,7,,,,,,
50942,964992,2-BR,SUPER,1,,,,,,
